ID,title,rating,release_date,original_language,IMDb_ID,genre,plot,box_office_domestic,box_office_worldwide
69,Sweeney Todd: The Demon Barber of Fleet Street,7.178,2007-12-21,en,tt0408236,"Drama, Horror, Musical","In the Victorian London, the barber Benjamin Barker is married to the gorgeous Lucy and they have a lovely child, Johanna. The beauty of Lucy attracts the attention of the corrupt Judge Turpin, who falsely accuses the barber of a crime that he did not commit and abuses Lucy later after gaining custody of her. After fifteen years in exile, Benjamin returns to London under the new identity of Sweeney Todd, seeking revenge against Turpin. He meets the widow Mrs. Lovett who is the owner of a meat pie shop who tells him that Lucy swallowed arsenic many years ago, and Turpin assigned himself tutor of Johanna. He opens a barber shop above her store, initiating a crime rampage against those who made him suffer and lose his beloved family.","$52,898,073",153384272
70,Saw II,6.604,2005-10-28,en,tt0432348,"Horror, Mystery","Detective Eric Matthews, along with fellow police officers and a SWAT Team, locate Jigsaw's lair and go to arrest him, but discover that his arrest is only a part of Jigsaw's plan. Matthews soon learns that eight people are trapped in an old house and are playing one of Jigsaw's games. One of them is his own son, Daniel Matthews. Eric learns that if he wants to see his son again, he must play one of Jigsaw's games as well.","$87,039,965",152925093
71,28 Years Later,6.611,2025-06-18,en,tt10548174,"Horror, Sci-Fi, Thriller","A group of survivors of the rage virus live on a small island. When one of the group leaves the island on a mission into the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other su...","$70,446,897",151308832
72,Lights Out,6.365,2016-07-21,en,tt4786282,"Horror, Mystery","A man called Paul is working after hours and is murdered by a supernatural entity in the shadow. When his son, the boy Martin, is frightened by the same creature, he sees his mother Sophie talking to an imaginary friend called Diana in the shadow of her room. Martin does not sleep anymore during the night. His older step sister Rebecca who lives alone is summoned by the social assistant. She brings Martin home and recalls her own experience with Diana years ago when she was young. Rebecca and her boyfriend Bret investigate the connection of Sophie with Diana and come up to a scary revelation about their past.","$67,268,835",149368835
73,Resident Evil: Extinction,6.3,2007-09-20,en,tt0432021,"Action, Horror, Sci-Fi","Years after the Raccoon City disaster, Alice is on her own; aware that she has become a liability and could endanger those around her, she is struggling to survive and bring down the Umbrella Corporation led by the sinister Albert Wesker and head researcher Dr. Isaacs. Meanwhile, traveling through the Nevada Desert and the ruins of Las Vegas, Carlos Olivera, L.J., and new survivors K-Mart, Claire Redfield, and Nurse Betty must fight to survive extinction against hordes of zombies, killer crows and the most terrifying creatures created as a result of the deadly T-Virus that has killed millions.","$50,648,679",147717833
74,Evil Dead Rise,6.916,2023-04-12,en,tt13345606,Horror,"A twisted tale of two estranged sisters whose reunion is cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.","$67,233,054",147156372
75,Mama,6.288,2013-01-17,en,tt2023587,"Fantasy, Horror, Thriller","Jeffrey Desange, senior partner of an investment brokerage, has a breakdown after a financial collapse and kills several co-workers and his estranged wife and kidnaps his two young daughters, Victoria and Lily. When they're found five years later, they're taken in by their uncle (their father's twin brother) and his girlfriend. Macabre events soon make the new guardians suspect that a supernatural evil force named Mama has attached itself to the girls.","$71,628,180",146428180
76,The Exorcism of Emily Rose,6.604,2005-09-09,en,tt0404032,"Drama, Horror, Thriller","When a younger girl called Emily Rose dies, everyone puts blame on the exorcism which was performed on her by Father Moore prior to her death. The priest is arrested on suspicion of murder. The trial begins with lawyer Erin Bruner representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.","$75,072,454",145166804
77,The Invisible Man,7.1,2020-02-26,en,tt1051906,"Drama, Horror, Mystery","The film follows Cecilia, who receives the news of her abusive ex-boyfriend's suicide. She begins to re-build her life for the better. However, her sense of reality is put into question when she begins to suspect her deceased lover is not actually dead.","$70,410,000",144492724
78,Paranormal Activity 4,5.405,2012-10-17,en,tt2109184,"Horror, Mystery","The story takes place in 2011, five years after Katie killed her boyfriend Micah, sister Kristi, her husband Daniel; and took their baby, Hunter. Story focuses on Alex and her family experiencing weird stuff since the new neighbors moved in the town.","$53,885,000",142802657
79,Gothika,6.115,2003-11-21,en,tt0348836,"Horror, Mystery, Thriller","Dr. Miranda Grey is a psychiatrist who works in a penitentiary, in the mental institution sector. She is married with Dr. Douglas Grey, the chief of department where Dr. Pete Graham also works. Chloe Sava, a patient of Dr. Miranda formerly abused by her stepfather, claims that she is frequently raped by the devil in her cell. After leaving the asylum in a stormy night, Dr. Miranda has a car accident, and when she wakes up, she is an inmate of the institution, being accused of an horrible crime and having no memory of the incident.","$59,694,580",141591324
80,The Wolfman,5.879,2010-02-10,en,tt0780653,"Drama, Fantasy, Horror","Lawrence Talbot's (Benicio Del Toro's) childhood ended the night his mother died. His father sent him from the sleepy Victorian hamlet of Blackmoor to an insane asylum, then he went to America. When his brother Ben's (Simon Merrells') fiancée Gwen Conliffe (Emily Blunt), tracks him down to help find her missing love, Talbot returns to his father's estate to learn that his brother's mauled body has been found. Reunited with his estranged father Sir John Talbot (Sir Anthony Hopkins), Lawrence sets out to find his brother's killer, and discovers a horrifying destiny for himself. Someone or something with brute strength and insatiable blood lust has been killing the villagers, and a suspicious Scotland Yard Inspector named Aberline (Hugo Weaving) comes to investigate.","$61,979,680",140700000
81,Saw IV,6.165,2007-10-25,en,tt0890870,"Horror, Mystery, Thriller","Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend or face the deadly consequences.","$63,300,095",139352653
